160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
160,400
